Date,Open,High,Low,Close,Adj Close,Volume
2019-08-30,107.400002,110.830002,106.660004,110.150002,108.328682,2685300
2019-09-03,106.559998,107.220001,104.269997,105.330002,103.588387,2392600
2019-09-04,109.050003,109.949997,107.300003,108.919998,107.119026,2063200
2019-09-05,110.910004,112.680000,110.389999,111.330002,109.489174,1858100
2019-09-06,111.370003,112.430000,109.510002,111.440002,109.597359,1930100
2019-09-09,112.169998,115.629997,112.169998,114.650002,112.754280,2058900
2019-09-10,114.489998,116.900002,113.809998,116.889999,114.957245,1557300
2019-09-11,117.559998,117.989998,112.419998,114.320000,112.429741,2555300
2019-09-12,114.660004,119.680000,114.080002,117.080002,115.144096,2728900
2019-09-13,118.540001,120.230003,117.190002,117.459999,115.517815,1700700
2019-09-16,115.540001,117.300003,115.120003,116.599998,114.672043,1455000
2019-09-17,114.959999,115.199997,112.599998,113.930000,112.046188,3429700
2019-09-18,113.800003,114.629997,111.669998,112.900002,111.033218,1861900
2019-09-19,113.000000,113.750000,110.620003,111.480003,109.636703,1980000
2019-09-20,111.570000,112.480003,108.349998,108.750000,106.951836,1917000
2019-09-23,107.139999,109.000000,106.750000,108.110001,106.322418,1940800
2019-09-24,111.809998,112.949997,109.169998,109.360001,107.551750,3313700
2019-09-25,109.370003,111.540001,108.099998,111.000000,109.164635,1519200
2019-09-26,110.500000,111.879997,109.559998,110.349998,108.525375,1760400
2019-09-27,111.269997,113.480003,107.500000,108.250000,106.460106,2470900
2019-09-30,108.839996,109.629997,108.000000,108.720001,106.922333,1499900
2019-10-01,108.910004,112.019997,108.720001,109.919998,108.102486,1631100
2019-10-02,109.339996,111.760002,108.160004,111.190002,109.351486,1951800
2019-10-03,110.809998,111.000000,107.360001,109.860001,108.043480,1405700
2019-10-04,110.029999,110.029999,107.199997,108.910004,107.109200,1668700
2019-10-07,107.690002,107.849998,104.370003,107.019997,105.250435,2432400
2019-10-08,105.639999,106.070000,102.440002,102.570000,100.874023,2382600
2019-10-09,104.080002,105.000000,103.029999,104.419998,102.693428,1533300
2019-10-10,104.419998,108.300003,103.599998,106.059998,104.306305,1716000
2019-10-11,107.980003,114.150002,107.760002,112.779999,110.915199,3198400
2019-10-14,112.559998,112.879997,110.889999,112.320000,110.462807,1026500
2019-10-15,112.550003,116.220001,111.660004,114.879997,112.980476,1695600
2019-10-16,113.470001,115.750000,113.430000,113.830002,111.947845,1474900
2019-10-17,114.739998,114.830002,113.389999,114.050003,112.164207,1811500
2019-10-18,113.809998,115.059998,113.089996,113.519997,111.642960,1188100
2019-10-21,114.250000,117.029999,114.190002,116.870003,114.937569,1348800
2019-10-22,117.559998,117.879997,115.080002,115.699997,113.786919,987400
2019-10-23,115.169998,116.949997,114.000000,115.860001,113.944275,879200
2019-10-24,116.889999,119.160004,115.750000,117.110001,115.173607,1065600
2019-10-25,116.550003,121.040001,116.550003,120.849998,118.851761,1628100
2019-10-28,121.699997,123.430000,121.410004,123.000000,120.966217,1433400
2019-10-29,120.139999,121.790001,119.489998,120.220001,118.232185,1235800
2019-10-30,120.269997,124.400002,118.750000,123.720001,121.674309,2754600
2019-10-31,122.870003,123.180000,119.349998,121.339996,119.333656,1543400
2019-11-01,122.930000,123.389999,120.949997,123.190002,121.153076,1383800
2019-11-04,125.000000,127.040001,124.809998,126.720001,124.624710,2228900
2019-11-05,126.709999,128.220001,125.919998,126.599998,124.506691,1167900
2019-11-06,127.099998,127.099998,121.730003,122.559998,120.533493,2067300
2019-11-07,125.449997,128.550003,124.660004,125.489998,123.415039,3107500
2019-11-08,124.739998,127.209999,123.599998,126.470001,124.378838,1397000
2019-11-11,123.919998,124.480003,120.589996,121.620003,119.609032,1853800
2019-11-12,122.180000,122.760002,120.669998,120.739998,118.743576,1155700
2019-11-13,119.000000,119.610001,117.790001,118.839996,117.851067,1380800
2019-11-14,118.839996,119.739998,118.300003,118.680000,117.692398,1120000
2019-11-15,119.050003,119.199997,116.639999,117.699997,116.720551,1743900
2019-11-18,116.540001,120.230003,115.120003,120.150002,119.150169,1592700
2019-11-19,121.059998,121.099998,118.769997,120.250000,119.249336,1319800
2019-11-20,119.599998,120.940002,116.169998,117.550003,116.571808,1818400
2019-11-21,117.650002,119.300003,117.169998,118.349998,117.365143,1456900
2019-11-22,119.930000,119.930000,118.559998,119.160004,118.168411,1301600
2019-11-25,119.769997,124.000000,119.529999,123.970001,122.938385,1752400
2019-11-26,123.900002,124.199997,121.300003,121.550003,120.538521,1322700
2019-11-27,121.860001,123.419998,121.349998,121.970001,120.955025,753600
2019-11-29,120.879997,121.510002,120.180000,120.849998,119.844345,772700
2019-12-02,120.779999,122.050003,119.190002,119.389999,118.396492,1672200
2019-12-03,116.699997,116.870003,114.019997,116.599998,115.629707,1856900
2019-12-04,117.680000,119.070000,117.550003,118.739998,117.751900,1291800
2019-12-05,119.290001,119.800003,117.519997,118.269997,117.285812,819100
2019-12-06,119.550003,121.900002,119.120003,121.680000,120.667435,1171900
2019-12-09,121.360001,123.010002,120.379997,120.389999,119.388168,1830700
2019-12-10,120.820000,121.160004,119.230003,119.410004,118.416328,906000
2019-12-11,119.550003,121.150002,119.489998,120.830002,119.824509,2014200
2019-12-12,122.400002,132.570007,122.300003,132.270004,131.169312,4740900
2019-12-13,131.240005,134.190002,128.820007,129.779999,128.700027,2820900
2019-12-16,130.330002,132.460007,130.160004,130.940002,129.850388,2308800
2019-12-17,131.940002,133.759995,130.759995,133.500000,132.389084,1988100
2019-12-18,138.000000,139.979996,135.190002,138.710007,137.555725,4885200
2019-12-19,138.610001,140.350006,137.899994,139.839996,138.676315,2476600
2019-12-20,140.500000,140.500000,137.190002,138.050003,136.901215,5785000
2019-12-23,139.149994,140.630005,138.520004,140.229996,139.063065,1604300
2019-12-24,139.910004,140.119995,139.240005,139.440002,138.279648,472100
2019-12-26,140.190002,141.000000,139.570007,140.940002,139.767166,978500
2019-12-27,141.169998,141.839996,138.729996,139.809998,138.646561,1401900
2019-12-30,140.250000,140.869995,138.020004,139.380005,138.220154,3063000
2019-12-31,138.660004,140.070007,138.250000,138.869995,137.714386,1142600
2020-01-02,142.059998,144.389999,141.750000,143.600006,142.405029,3006500
2020-01-03,140.850006,142.270004,139.940002,141.470001,140.292755,1760500
2020-01-06,139.199997,141.380005,139.050003,141.190002,140.015091,1357900
2020-01-07,140.820007,142.270004,140.149994,141.860001,140.679504,1722100
2020-01-08,140.839996,143.770004,140.289993,142.750000,141.562103,1176200
2020-01-09,143.740005,143.869995,141.529999,142.149994,140.967087,1203900
2020-01-10,143.080002,148.000000,141.850006,143.009995,141.819931,2180600
2020-01-13,143.850006,147.880005,143.500000,147.210007,145.985001,1817000
2020-01-14,149.389999,150.740005,147.179993,150.029999,148.781525,2227100
2020-01-15,149.279999,150.770004,149.080002,150.029999,148.781525,1913000
2020-01-16,151.000000,152.740005,150.660004,152.210007,150.943390,1639700
2020-01-17,152.690002,153.410004,150.720001,151.619995,150.358292,2177600
2020-01-21,143.139999,145.300003,140.380005,142.309998,141.125763,5409700
2020-01-22,144.240005,144.399994,139.139999,140.089996,138.924240,2903600
2020-01-23,134.759995,139.990005,133.500000,139.110001,137.952393,4867700
2020-01-24,138.399994,138.440002,132.110001,134.750000,133.628677,3988400
2020-01-27,122.919998,127.110001,121.099998,123.889999,122.859047,5826500
2020-01-28,125.739998,126.400002,121.830002,124.970001,123.930061,4260400
2020-01-29,125.300003,125.800003,123.070000,123.849998,122.819374,2321700
2020-01-30,122.459999,126.809998,121.010002,126.620003,125.566330,3611600
2020-01-31,124.720001,126.620003,123.550003,126.160004,125.110161,2379900
2020-02-03,126.570000,129.990005,126.570000,128.580002,127.510017,2504000
2020-02-04,128.770004,134.880005,128.479996,132.699997,131.595734,3969200
2020-02-05,135.000000,135.729996,131.199997,132.279999,131.179230,2170600
2020-02-06,133.600006,135.419998,132.940002,134.190002,133.073334,2544300
2020-02-07,129.050003,130.750000,126.599998,126.910004,125.853920,5616000
2020-02-10,126.000000,128.279999,125.000000,127.879997,126.815842,2908200
2020-02-11,128.600006,133.830002,127.610001,131.990005,130.891647,2948400
2020-02-12,136.039993,137.279999,134.330002,136.820007,135.681458,3640200
2020-02-13,134.270004,135.559998,132.449997,133.619995,132.508072,3013600
2020-02-14,133.350006,133.470001,130.770004,132.139999,131.040390,1496600
2020-02-18,132.229996,134.080002,130.479996,133.460007,132.349411,1578200
2020-02-19,134.509995,137.580002,133.889999,136.169998,135.036850,1781000
2020-02-20,134.229996,135.710007,131.449997,133.330002,132.220490,1849600
2020-02-21,131.509995,132.229996,126.750000,127.949997,126.885262,2853200
2020-02-24,121.290001,124.650002,120.019997,120.169998,119.169998,4549100
2020-02-25,121.150002,121.500000,112.959999,113.889999,113.889999,4285400
2020-02-26,115.440002,117.860001,110.269997,110.750000,110.750000,4155400
2020-02-27,109.209999,115.910004,103.900002,111.160004,111.160004,5670100
2020-02-28,108.000000,111.379997,106.290001,107.980003,107.980003,5946200
2020-03-02,107.949997,109.410004,104.349998,107.940002,107.940002,4675300
2020-03-03,107.900002,110.769997,101.570000,102.440002,102.440002,4346300
2020-03-04,104.519997,106.449997,101.739998,105.660004,105.660004,3137800
2020-03-05,102.760002,102.949997,95.010002,95.580002,95.580002,5576300
2020-03-06,92.000000,98.000000,90.000000,94.029999,94.029999,5512300
2020-03-09,84.500000,87.900002,80.629997,81.930000,81.930000,5092100
2020-03-10,87.540001,90.379997,83.099998,90.169998,90.169998,5037300
2020-03-11,86.500000,87.129997,80.160004,80.870003,80.870003,5660300
2020-03-12,71.320000,77.879997,65.000000,68.019997,68.019997,9707800
2020-03-13,74.779999,77.820000,64.150002,72.519997,72.519997,6976300
2020-03-16,59.500000,67.480003,54.630001,54.799999,54.799999,7723200
2020-03-17,56.709999,58.000000,48.009998,54.380001,54.380001,9050300
2020-03-18,48.250000,51.860001,35.840000,43.020000,43.020000,10917800
2020-03-19,41.150002,52.900002,38.009998,46.580002,46.580002,10369200
2020-03-20,49.830002,60.000000,49.009998,51.970001,51.970001,11323900
2020-03-23,53.509998,58.400002,51.000000,57.570000,57.570000,9148200
2020-03-24,68.660004,71.389999,64.550003,66.559998,66.559998,10793700
2020-03-25,71.809998,79.699997,65.190002,75.059998,75.059998,9420900
2020-03-26,77.379997,83.870003,69.760002,71.510002,71.510002,10883600
2020-03-27,66.650002,67.300003,63.259998,63.310001,63.310001,9510200
2020-03-30,61.759998,63.689999,58.049999,61.099998,61.099998,7156100
2020-03-31,60.709999,63.490002,59.099998,60.189999,60.189999,5341600
2020-04-01,56.910000,57.000000,52.910000,54.000000,54.000000,6244600
2020-04-02,53.119999,56.400002,51.549999,52.669998,52.669998,4688300
2020-04-03,52.970001,53.500000,46.209999,48.500000,48.500000,7994100
2020-04-06,53.700001,58.250000,52.750000,56.730000,56.730000,9013400
2020-04-07,65.949997,67.199997,59.750000,60.849998,60.849998,12004600
2020-04-08,62.650002,69.389999,61.660000,69.070000,69.070000,10758100
2020-04-09,73.910004,76.879997,67.820000,70.650002,70.650002,11008300
2020-04-13,70.720001,71.349998,65.540001,69.300003,69.300003,7528100
2020-04-14,73.050003,74.540001,69.190002,74.480003,74.480003,6531700
2020-04-15,71.169998,72.860001,70.000000,71.849998,71.849998,5966700
2020-04-16,71.040001,72.699997,68.809998,72.290001,72.290001,6293700
2020-04-17,77.160004,78.519997,74.510002,78.459999,78.459999,7338100
2020-04-20,76.180000,78.660004,72.680000,73.290001,73.290001,5939600
2020-04-21,71.080002,73.589996,69.680000,70.400002,70.400002,5283900
2020-04-22,72.849998,73.250000,69.610001,70.029999,70.029999,3944900
2020-04-23,75.220001,78.599998,74.290001,76.050003,76.050003,10329600
2020-04-24,76.959999,77.570000,73.930000,76.610001,76.610001,4986200
2020-04-27,78.260002,83.930000,77.120003,82.769997,82.769997,5905700
2020-04-28,86.970001,87.570000,78.000000,82.160004,82.160004,9126300
2020-04-29,85.690002,89.870003,84.519997,89.029999,89.029999,7076700
2020-04-30,87.220001,90.809998,84.580002,85.529999,85.529999,6565800
2020-05-01,81.809998,82.989998,79.010002,80.830002,80.830002,5109300
2020-05-04,77.099998,80.949997,75.570000,80.449997,80.449997,4826300
2020-05-05,82.690002,83.089996,78.349998,79.669998,79.669998,4105200
2020-05-06,80.459999,80.879997,78.010002,79.250000,79.250000,3469300
2020-05-07,80.000000,82.669998,78.169998,79.599998,79.599998,7431900
2020-05-08,81.910004,87.400002,81.489998,86.940002,86.940002,6408200
2020-05-11,85.010002,85.769997,82.379997,82.669998,82.669998,4940200
2020-05-12,83.440002,83.910004,78.580002,78.660004,78.660004,4044600
2020-05-13,78.739998,79.870003,75.139999,76.769997,76.769997,6993100
2020-05-14,74.510002,78.500000,71.199997,78.300003,78.300003,5667100
2020-05-15,76.370003,79.139999,75.610001,77.699997,77.699997,3883500
2020-05-18,82.519997,83.000000,80.050003,81.470001,81.470001,6590962
