Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,20.920000,21.520000,20.639999,21.400000,21.400000,2606800
2019-05-21,21.459999,21.910000,21.459999,21.530001,21.530001,1531500
2019-05-22,21.309999,21.620001,21.150000,21.370001,21.370001,1233900
2019-05-23,21.090000,21.090000,20.520000,20.830000,20.830000,2188200
2019-05-24,21.120001,21.469999,20.860001,21.110001,21.110001,1329900
2019-05-28,21.209999,21.350000,20.580000,20.600000,20.600000,1811900
2019-05-29,20.410000,20.510000,20.030001,20.330000,20.330000,2165500
2019-05-30,20.430000,20.840000,19.530001,19.750000,19.750000,2942000
2019-05-31,19.510000,19.580000,18.740000,18.850000,18.850000,3898600
2019-06-03,18.620001,18.860001,17.459999,17.690001,17.690001,4853600
2019-06-04,17.870001,18.809999,17.760000,18.799999,18.799999,3791000
2019-06-05,18.860001,19.049999,18.340000,18.670000,18.670000,1942800
2019-06-06,18.629999,18.950001,18.379999,18.860001,18.860001,1799800
2019-06-07,18.900000,19.770000,18.900000,19.719999,19.719999,3036200
2019-06-10,19.799999,20.180000,19.740000,20.080000,20.080000,1259400
2019-06-11,20.420000,20.420000,19.790001,19.870001,19.870001,2075100
2019-06-12,19.680000,20.020000,19.570000,19.840000,19.840000,818900
2019-06-13,19.879999,20.260000,19.820000,19.980000,19.980000,826000
2019-06-14,20.010000,20.020000,19.580000,19.590000,19.590000,863000
2019-06-17,19.559999,19.879999,19.280001,19.740000,19.740000,1640100
2019-06-18,19.850000,20.340000,19.660000,19.809999,19.809999,971700
2019-06-19,19.840000,19.840000,19.440001,19.700001,19.700001,1284900
2019-06-20,20.049999,20.129999,19.240000,19.340000,19.340000,1152900
2019-06-21,19.200001,19.260000,18.809999,18.850000,18.850000,1423700
2019-06-24,18.809999,18.940001,18.370001,18.459999,18.459999,1675900
2019-06-25,18.480000,18.480000,17.750000,17.920000,17.920000,1378900
2019-06-26,17.990000,18.520000,17.930000,18.280001,18.280001,1458400
2019-06-27,18.360001,19.299999,18.219999,19.240000,19.240000,1261700
2019-06-28,19.190001,19.570000,18.889999,19.260000,19.260000,2440200
2019-07-01,19.459999,19.780001,19.250000,19.379999,19.379999,1048100
2019-07-02,19.350000,19.690001,19.120001,19.500000,19.500000,1012100
2019-07-03,19.629999,19.629999,19.240000,19.510000,19.510000,465700
2019-07-05,19.360001,19.750000,19.309999,19.639999,19.639999,556300
2019-07-08,19.559999,19.650000,19.320000,19.410000,19.410000,898200
2019-07-09,19.299999,19.540001,19.170000,19.170000,19.170000,744500
2019-07-10,19.309999,19.330000,18.629999,18.650000,18.650000,1552800
2019-07-11,18.620001,18.650000,17.639999,17.860001,17.860001,2627800
2019-07-12,17.889999,18.330000,17.770000,18.290001,18.290001,1174800
2019-07-15,18.330000,18.600000,18.230000,18.340000,18.340000,688600
